state,state_abbreviation,county,fips,party,candidate,votes,fraction_votes
Alabama,AL,Talladega,1121,Republican,Donald Trump,230,0.51
Alabama,AL,Talladega,1121,Republican,Ted Cruz,3,0.2
Alabama,AL,Talladega,1121,Republican,Marco Rubio,9411,0.136
Alabama,AL,Talladega,1121,Republican,Ben Carson,569,0.095
Alabama,AL,Talladega,1121,Republican,John Kasich,7821,0.038
Alabama,AL,Talladega,1121,Democrat,Hillary Clinton,1208,0.865
Alabama,AL,Talladega,1121,Democrat,Bernie Sanders,32,0.122
Alabama,AL,Tallapoosa,1123,Republican,Donald Trump,562,0.528
Alabama,AL,Tallapoosa,1123,Republican,Ted Cruz,1132,0.15
Alabama,AL,Tallapoosa,1123,Republican,Marco Rubio,387,0.146
Alabama,AL,Tallapoosa,1123,Republican,Ben Carson,592,0.114
Alabama,AL,Tallapoosa,1123,Republican,John Kasich,1387,0.042
Alabama,AL,Tallapoosa,1123,Democrat,Hillary Clinton,89,0.88
Alabama,AL,Tallapoosa,1123,Democrat,Bernie Sanders,99,0.102
Alabama,AL,Tuscaloosa,1125,Republican,Donald Trump,36639,0.375
Alabama,AL,Tuscaloosa,1125,Republican,Ted Cruz,741,0.25
Alabama,AL,Tuscaloosa,1125,Republican,Marco Rubio,4077,0.204
Alabama,AL,Tuscaloosa,1125,Republican,Ben Carson,16374,0.106
Alabama,AL,Tuscaloosa,1125,Republican,John Kasich,1466,0.044
Alabama,AL,Tuscaloosa,1125,Democrat,Hillary Clinton,2741,0.767
Alabama,AL,Tuscaloosa,1125,Democrat,Bernie Sanders,235,0.218
Alabama,AL,Walker,1127,Republican,Donald Trump,39,0.551
Alabama,AL,Walker,1127,Republican,Ted Cruz,293,0.204
Alabama,AL,Walker,1127,Republican,Marco Rubio,401,0.108
Alabama,AL,Walker,1127,Republican,Ben Carson,10,0.09
Alabama,AL,Walker,1127,Republican,John Kasich,3456,0.024
Alabama,AL,Walker,1127,Democrat,Hillary Clinton,435,0.671
Alabama,AL,Walker,1127,Democrat,Bernie Sanders,8786,0.275
Alabama,AL,Washington,1129,Republican,Donald Trump,243,0.537
Alabama,AL,Washington,1129,Republican,Ted Cruz,499,0.218
Alabama,AL,Washington,1129,Republican,Marco Rubio,132,0.153
Alabama,AL,Washington,1129,Republican,Ben Carson,1142,0.064
Alabama,AL,Washington,1129,Republican,John Kasich,602,0.011
Alabama,AL,Washington,1129,Democrat,Hillary Clinton,1205,0.575
Alabama,AL,Washington,1129,Democrat,Bernie Sanders,27,0.214
Alabama,AL,Wilcox,1131,Republican,Donald Trump,134,0.544
Alabama,AL,Wilcox,1131,Republican,Ted Cruz,125,0.216
Alabama,AL,Wilcox,1131,Republican,Marco Rubio,375,0.121
Alabama,AL,Wilcox,1131,Republican,Ben Carson,247,0.083
Alabama,AL,Wilcox,1131,Republican,John Kasich,233,0.023
Alabama,AL,Wilcox,1131,Democrat,Hillary Clinton,3826,0.843
Alabama,AL,Wilcox,1131,Democrat,Bernie Sanders,2093,0.104
Alabama,AL,Winston,1133,Republican,Donald Trump,37465,0.561
Alabama,AL,Winston,1133,Republican,Ted Cruz,3926,0.18
Alabama,AL,Winston,1133,Republican,Marco Rubio,4488,0.119
Alabama,AL,Winston,1133,Republican,Ben Carson,705,0.09
Alabama,AL,Winston,1133,Republican,John Kasich,4805,0.027
Alabama,AL,Winston,1133,Democrat,Hillary Clinton,228,0.667
Alabama,AL,Winston,1133,Democrat,Bernie Sanders,1757,0.304
Arizona,AZ,Apache,4001,Republican,Donald Trump,2907,0.436
Arizona,AZ,Apache,4001,Republican,Ted Cruz,451,0.376
Arizona,AZ,Apache,4001,Republican,John Kasich,16,0.053
Arizona,AZ,Apache,4001,Democrat,Hillary Clinton,161,0.664
Arizona,AZ,Apache,4001,Democrat,Bernie Sanders,3065,0.288
Arizona,AZ,Cochise,4003,Republican,Donald Trump,1519,0.498
Arizona,AZ,Cochise,4003,Republican,Ted Cruz,9988,0.293
Arizona,AZ,Cochise,4003,Republican,John Kasich,181,0.069
Arizona,AZ,Cochise,4003,Democrat,Hillary Clinton,2159,0.565
Arizona,AZ,Cochise,4003,Democrat,Bernie Sanders,95,0.397
Arizona,AZ,Coconino,4005,Republican,Donald Trump,12,0.392
Arizona,AZ,Coconino,4005,Republican,Ted Cruz,380,0.335
Arizona,AZ,Coconino,4005,Republican,John Kasich,35185,0.087
Arizona,AZ,Coconino,4005,Democrat,Bernie Sanders,1625,0.534
Arizona,AZ,Coconino,4005,Democrat,Hillary Clinton,278,0.441
Arizona,AZ,Gila,4007,Republican,Donald Trump,46,0.539
Arizona,AZ,Gila,4007,Republican,Ted Cruz,3260,0.235
Arizona,AZ,Gila,4007,Republican,John Kasich,8,0.062
Arizona,AZ,Gila,4007,Democrat,Hillary Clinton,145,0.592
Arizona,AZ,Gila,4007,Democrat,Bernie Sanders,55,0.352
Arizona,AZ,Graham,4009,Republican,Ted Cruz,1213,0.419
Arizona,AZ,Graham,4009,Republican,Donald Trump,0,0.391
Arizona,AZ,Graham,4009,Republican,John Kasich,105,0.053
Arizona,AZ,Graham,4009,Democrat,Hillary Clinton,2306,0.491
Arizona,AZ,Graham,4009,Democrat,Bernie Sanders,268,0.446
Arizona,AZ,Greenlee,4011,Republican,Donald Trump,22,0.448
Arizona,AZ,Greenlee,4011,Republican,Ted Cruz,1156,0.377
Arizona,AZ,Greenlee,4011,Republican,John Kasich,701,0.038
Arizona,AZ,Greenlee,4011,Democrat,Hillary Clinton,1181,0.546
Arizona,AZ,Greenlee,4011,Democrat,Bernie Sanders,468,0.357
Arizona,AZ,La Paz,4012,Republican,Donald Trump,375,0.674
Arizona,AZ,La Paz,4012,Republican,Ted Cruz,1391,0.173
Arizona,AZ,La Paz,4012,Republican,John Kasich,99,0.044
Arizona,AZ,La Paz,4012,Democrat,Hillary Clinton,21144,0.517
Arizona,AZ,La Paz,4012,Democrat,Bernie Sanders,1914,0.433
Arizona,AZ,Maricopa,4013,Republican,Donald Trump,297,0.462
Arizona,AZ,Maricopa,4013,Republican,Ted Cruz,223,0.231
Arizona,AZ,Maricopa,4013,Republican,John Kasich,1240,0.108
Arizona,AZ,Maricopa,4013,Democrat,Hillary Clinton,91,0.581
Arizona,AZ,Maricopa,4013,Democrat,Bernie Sanders,71,0.398
Arizona,AZ,Mohave,4015,Republican,Donald Trump,14,0.648
Arizona,AZ,Mohave,4015,Republican,Ted Cruz,427,0.217
Arizona,AZ,Mohave,4015,Republican,John Kasich,12,0.047
Arizona,AZ,Mohave,4015,Democrat,Hillary Clinton,240,0.564
Arizona,AZ,Mohave,4015,Democrat,Bernie Sanders,909,0.385
Arizona,AZ,Navajo,4017,Republican,Donald Trump,4,0.414
Arizona,AZ,Navajo,4017,Republican,Ted Cruz,46,0.405
Arizona,AZ,Navajo,4017,Republican,John Kasich,5484,0.051
Arizona,AZ,Navajo,4017,Democrat,Hillary Clinton,4,0.597
Arizona,AZ,Navajo,4017,Democrat,Bernie Sanders,53,0.354
Arizona,AZ,Pima,4019,Republican,Donald Trump,252,0.436
Arizona,AZ,Pima,4019,Republican,Ted Cruz,5505,0.274
Arizona,AZ,Pima,4019,Republican,John Kasich,2169,0.117
Arizona,AZ,Pima,4019,Democrat,Hillary Clinton,1953,0.573
Arizona,AZ,Pima,4019,Democrat,Bernie Sanders,2311,0.409
Arizona,AZ,Pinal,4021,Republican,Donald Trump,4578,0.575
Arizona,AZ,Pinal,4021,Republican,Ted Cruz,240,0.192
Arizona,AZ,Pinal,4021,Republican,John Kasich,119,0.074
Arizona,AZ,Pinal,4021,Democrat,Hillary Clinton,1572,0.621
Arizona,AZ,Pinal,4021,Democrat,Bernie Sanders,409,0.344
Arizona,AZ,Santa Cruz,4023,Republican,Donald Trump,852,0.452
Arizona,AZ,Santa Cruz,4023,Republican,Ted Cruz,2493,0.268
Arizona,AZ,Santa Cruz,4023,Republican,John Kasich,1210,0.107
Arizona,AZ,Santa Cruz,4023,Democrat,Hillary Clinton,241,0.658
Arizona,AZ,Santa Cruz,4023,Democrat,Bernie Sanders,497,0.318
Arizona,AZ,Yavapai,4025,Republican,Donald Trump,1719,0.476
Arizona,AZ,Yavapai,4025,Republican,Ted Cruz,94,0.295
Arizona,AZ,Yavapai,4025,Republican,John Kasich,124,0.091
Arizona,AZ,Yavapai,4025,Democrat,Hillary Clinton,3357,0.529
Arizona,AZ,Yavapai,4025,Democrat,Bernie Sanders,820,0.447
Arizona,AZ,Yuma,4027,Republican,Donald Trump,264,0.495
Arizona,AZ,Yuma,4027,Republican,Ted Cruz,81,0.288
Arizona,AZ,Yuma,4027,Republican,John Kasich,1046,0.059
Arizona,AZ,Yuma,4027,Democrat,Hillary Clinton,4,0.637
Arizona,AZ,Yuma,4027,Democrat,Bernie Sanders,593,0.315
Arkansas,AR,Arkansas,5001,Republican,Donald Trump,146,0.385
Arkansas,AR,Arkansas,5001,Republican,Marco Rubio,404,0.283
Arkansas,AR,Arkansas,5001,Republican,Ted Cruz,1442,0.213
Arkansas,AR,Arkansas,5001,Republican,Ben Carson,1551,0.052
Arkansas,AR,Arkansas,5001,Republican,John Kasich,349,0.03
Arkansas,AR,Arkansas,5001,Democrat,Hillary Clinton,7,0.833
Arkansas,AR,Arkansas,5001,Democrat,Bernie Sanders,20,0.152
Arkansas,AR,Ashley,5003,Republican,Donald Trump,1204,0.404
Arkansas,AR,Ashley,5003,Republican,Ted Cruz,73,0.278
Arkansas,AR,Ashley,5003,Republican,Marco Rubio,953,0.194
Arkansas,AR,Ashley,5003,Republican,Ben Carson,693,0.072
Arkansas,AR,Ashley,5003,Republican,John Kasich,12085,0.031
Arkansas,AR,Ashley,5003,Democrat,Hillary Clinton,14,0.474
Arkansas,AR,Ashley,5003,Democrat,Bernie Sanders,1143,0.338
Arkansas,AR,Baxter,5005,Republican,Donald Trump,417,0.438
Arkansas,AR,Baxter,5005,Republican,Ted Cruz,276,0.286
Arkansas,AR,Baxter,5005,Republican,Marco Rubio,2299,0.159
Arkansas,AR,Baxter,5005,Republican,Ben Carson,406,0.052
Arkansas,AR,Baxter,5005,Republican,John Kasich,346,0.043
Arkansas,AR,Baxter,5005,Democrat,Hillary Clinton,30,0.624
Arkansas,AR,Baxter,5005,Democrat,Bernie Sanders,269,0.362
Arkansas,AR,Benton,5007,Republican,Marco Rubio,408,0.303
Arkansas,AR,Benton,5007,Republican,Ted Cruz,380,0.281
Arkansas,AR,Benton,5007,Republican,Donald Trump,23,0.279
Arkansas,AR,Benton,5007,Republican,Ben Carson,251,0.06
Arkansas,AR,Benton,5007,Republican,John Kasich,400,0.054
Arkansas,AR,Benton,5007,Democrat,Hillary Clinton,149,0.541
Arkansas,AR,Benton,5007,Democrat,Bernie Sanders,127,0.449
Arkansas,AR,Boone,5009,Republican,Donald Trump,3108,0.407
Arkansas,AR,Boone,5009,Republican,Ted Cruz,1103,0.251
Arkansas,AR,Boone,5009,Republican,Marco Rubio,2676,0.192
Arkansas,AR,Boone,5009,Republican,Ben Carson,539,0.075
Arkansas,AR,Boone,5009,Republican,John Kasich,1173,0.042
Arkansas,AR,Boone,5009,Democrat,Hillary Clinton,498,0.592
Arkansas,AR,Boone,5009,Democrat,Bernie Sanders,4147,0.385
Arkansas,AR,Bradley,5011,Republican,Donald Trump,8907,0.443
Arkansas,AR,Bradley,5011,Republican,Ted Cruz,0,0.226
Arkansas,AR,Bradley,5011,Republican,Marco Rubio,10964,0.208
Arkansas,AR,Bradley,5011,Republican,Ben Carson,13,0.054
Arkansas,AR,Bradley,5011,Republican,John Kasich,36,0.026
Arkansas,AR,Bradley,5011,Democrat,Hillary Clinton,160,0.832
Arkansas,AR,Bradley,5011,Democrat,Bernie Sanders,777,0.149
Arkansas,AR,Calhoun,5013,Republican,Donald Trump,3,0.416
Arkansas,AR,Calhoun,5013,Republican,Ted Cruz,315,0.344
Arkansas,AR,Calhoun,5013,Republican,Marco Rubio,446,0.184
Arkansas,AR,Calhoun,5013,Republican,Ben Carson,326,0.027
Arkansas,AR,Calhoun,5013,Republican,John Kasich,2412,0.01
Arkansas,AR,Calhoun,5013,Democrat,Hillary Clinton,496,0.45
Arkansas,AR,Calhoun,5013,Democrat,Bernie Sanders,79040,0.34
Arkansas,AR,Carroll,5015,Republican,Ben Carson,456,0
Arkansas,AR,Carroll,5015,Republican,Ted Cruz,150,0
Arkansas,AR,Carroll,5015,Republican,John Kasich,924,0
Arkansas,AR,Carroll,5015,Republican,Marco Rubio,65,0
Arkansas,AR,Carroll,5015,Republican,Donald Trump,16756,0
Arkansas,AR,Carroll,5015,Democrat,Hillary Clinton,229,0
Arkansas,AR,Carroll,5015,Democrat,Bernie Sanders,111898,0
Arkansas,AR,Chicot,5017,Republican,Donald Trump,1640,0.511
Arkansas,AR,Chicot,5017,Republican,Marco Rubio,1359,0.199
Arkansas,AR,Chicot,5017,Republican,Ted Cruz,270,0.187
Arkansas,AR,Chicot,5017,Republican,Ben Carson,92,0.043
Arkansas,AR,Chicot,5017,Republican,John Kasich,8803,0.025
Arkansas,AR,Chicot,5017,Democrat,Hillary Clinton,208,0.811
Arkansas,AR,Chicot,5017,Democrat,Bernie Sanders,56,0.146
Arkansas,AR,Clark,5019,Republican,Ted Cruz,36,0.345
Arkansas,AR,Clark,5019,Republican,Marco Rubio,88,0.285
Arkansas,AR,Clark,5019,Republican,Donald Trump,324,0.264
Arkansas,AR,Clark,5019,Republican,Ben Carson,5074,0.055
Arkansas,AR,Clark,5019,Republican,John Kasich,965,0.039
Arkansas,AR,Clark,5019,Democrat,Hillary Clinton,398,0.752
Arkansas,AR,Clark,5019,Democrat,Bernie Sanders,87,0.225
Arkansas,AR,Clay,5021,Republican,Donald Trump,145,0.407
Arkansas,AR,Clay,5021,Republican,Ted Cruz,1878,0.331
Arkansas,AR,Clay,5021,Republican,Marco Rubio,123,0.163
Arkansas,AR,Clay,5021,Republican,Ben Carson,7548,0.058
Arkansas,AR,Clay,5021,Republican,John Kasich,1491,0.018
Arkansas,AR,Clay,5021,Democrat,Hillary Clinton,34,0.52
Arkansas,AR,Clay,5021,Democrat,Bernie Sanders,107,0.355
Arkansas,AR,Cleburne,5023,Republican,Donald Trump,1290,0.368
Arkansas,AR,Cleburne,5023,Republican,Ted Cruz,1010,0.324
Arkansas,AR,Cleburne,5023,Republican,Marco Rubio,463,0.203
Arkansas,AR,Cleburne,5023,Republican,Ben Carson,4,0.049
Arkansas,AR,Cleburne,5023,Republican,John Kasich,174,0.031
Arkansas,AR,Cleburne,5023,Democrat,Hillary Clinton,2242,0.687
Arkansas,AR,Cleburne,5023,Democrat,Bernie Sanders,774,0.286
Arkansas,AR,Cleveland,5025,Republican,Ted Cruz,37,0.368
Arkansas,AR,Cleveland,5025,Republican,Donald Trump,267,0.336
Arkansas,AR,Cleveland,5025,Republican,Marco Rubio,14,0.209
Arkansas,AR,Cleveland,5025,Republican,Ben Carson,445,0.041
Arkansas,AR,Cleveland,5025,Republican,John Kasich,585,0.021
Arkansas,AR,Cleveland,5025,Democrat,Hillary Clinton,5631,0.688
Arkansas,AR,Cleveland,5025,Democrat,Bernie Sanders,87,0.247
Arkansas,AR,Columbia,5027,Republican,Donald Trump,629,0.365
Arkansas,AR,Columbia,5027,Republican,Ted Cruz,609,0.3
Arkansas,AR,Columbia,5027,Republican,Marco Rubio,8074,0.201
Arkansas,AR,Columbia,5027,Republican,Ben Carson,841,0.066
Arkansas,AR,Columbia,5027,Republican,John Kasich,610,0.033
Arkansas,AR,Columbia,5027,Democrat,Hillary Clinton,60,0.738
Arkansas,AR,Columbia,5027,Democrat,Bernie Sanders,3373,0.224
Arkansas,AR,Conway,5029,Republican,Donald Trump,934,0.362
Arkansas,AR,Conway,5029,Republican,Ted Cruz,146,0.333
Arkansas,AR,Conway,5029,Republican,Marco Rubio,885,0.224
Arkansas,AR,Conway,5029,Republican,Ben Carson,5,0.045
Arkansas,AR,Conway,5029,Republican,John Kasich,2233,0.014
Arkansas,AR,Conway,5029,Democrat,Hillary Clinton,92,0.621
Arkansas,AR,Conway,5029,Democrat,Bernie Sanders,1650,0.297
Arkansas,AR,Craighead,5031,Republican,Ted Cruz,235,0.334
Arkansas,AR,Craighead,5031,Republican,Donald Trump,5197,0.279
Arkansas,AR,Craighead,5031,Republican,Marco Rubio,2826,0.255
Arkansas,AR,Craighead,5031,Republican,Ben Carson,760,0.069
Arkansas,AR,Craighead,5031,Republican,John Kasich,701,0.039
Arkansas,AR,Craighead,5031,Democrat,Hillary Clinton,228,0.64
Arkansas,AR,Craighead,5031,Democrat,Bernie Sanders,65,0.336
Arkansas,AR,Crawford,5033,Republican,Ted Cruz,1620,0.371
Arkansas,AR,Crawford,5033,Republican,Donald Trump,214,0.32
Arkansas,AR,Crawford,5033,Republican,Marco Rubio,1256,0.212
Arkansas,AR,Crawford,5033,Republican,Ben Carson,362,0.056
Arkansas,AR,Crawford,5033,Republican,John Kasich,18,0.023
Arkansas,AR,Crawford,5033,Democrat,Hillary Clinton,179,0.625
Arkansas,AR,Crawford,5033,Democrat,Bernie Sanders,10,0.345
Arkansas,AR,Crittenden,5035,Republican,Donald Trump,1016,0.444
Arkansas,AR,Crittenden,5035,Republican,Ted Cruz,385,0.259
Arkansas,AR,Crittenden,5035,Republican,Marco Rubio,603,0.178
Arkansas,AR,Crittenden,5035,Republican,Ben Carson,22,0.054
Arkansas,AR,Crittenden,5035,Republican,John Kasich,6536,0.03
Arkansas,AR,Crittenden,5035,Democrat,Hillary Clinton,7406,0.764
Arkansas,AR,Crittenden,5035,Democrat,Bernie Sanders,9192,0.163
Arkansas,AR,Cross,5037,Republican,Donald Trump,0,0.401
Arkansas,AR,Cross,5037,Republican,Ted Cruz,1780,0.334
Arkansas,AR,Cross,5037,Republican,Marco Rubio,44,0.163
Arkansas,AR,Cross,5037,Republican,Ben Carson,1395,0.057
Arkansas,AR,Cross,5037,Republican,John Kasich,78,0.019
Arkansas,AR,Cross,5037,Democrat,Hillary Clinton,330,0.742
Arkansas,AR,Cross,5037,Democrat,Bernie Sanders,912,0.217
Arkansas,AR,Dallas,5039,Republican,Donald Trump,3430,0.372
Arkansas,AR,Dallas,5039,Republican,Ted Cruz,45,0.338
Arkansas,AR,Dallas,5039,Republican,Marco Rubio,2089,0.205
Arkansas,AR,Dallas,5039,Republican,Ben Carson,393,0.059
Arkansas,AR,Dallas,5039,Republican,John Kasich,3173,0.002
Arkansas,AR,Dallas,5039,Democrat,Hillary Clinton,11142,0.568
Arkansas,AR,Dallas,5039,Democrat,Bernie Sanders,2532,0.296
Arkansas,AR,Desha,5041,Republican,Donald Trump,69,0.531
Arkansas,AR,Desha,5041,Republican,Marco Rubio,2575,0.22
Arkansas,AR,Desha,5041,Republican,Ted Cruz,2656,0.17
Arkansas,AR,Desha,5041,Republican,Ben Carson,466,0.036
Arkansas,AR,Desha,5041,Republican,John Kasich,1342,0.011
Arkansas,AR,Desha,5041,Democrat,Hillary Clinton,137,0.686
Arkansas,AR,Desha,5041,Democrat,Bernie Sanders,940,0.23
Arkansas,AR,Drew,5043,Republican,Donald Trump,534,0.366
Arkansas,AR,Drew,5043,Republican,Marco Rubio,1205,0.256
Arkansas,AR,Drew,5043,Republican,Ted Cruz,3891,0.247
Arkansas,AR,Drew,5043,Republican,Ben Carson,261,0.081
Arkansas,AR,Drew,5043,Republican,John Kasich,196,0.022
Arkansas,AR,Drew,5043,Democrat,Hillary Clinton,2387,0.678
Arkansas,AR,Drew,5043,Democrat,Bernie Sanders,210,0.257
Arkansas,AR,Faulkner,5045,Republican,Ted Cruz,198,0.333
Arkansas,AR,Faulkner,5045,Republican,Marco Rubio,18,0.29
Arkansas,AR,Faulkner,5045,Republican,Donald Trump,131,0.272
Arkansas,AR,Faulkner,5045,Republican,Ben Carson,413,0.051
Arkansas,AR,Faulkner,5045,Republican,John Kasich,11,0.032
Arkansas,AR,Faulkner,5045,Democrat,Hillary Clinton,32960,0.586
Arkansas,AR,Faulkner,5045,Democrat,Bernie Sanders,1286,0.398
Arkansas,AR,Franklin,5047,Republican,Donald Trump,3139,0.369
Arkansas,AR,Franklin,5047,Republican,Ted Cruz,3415,0.329
Arkansas,AR,Franklin,5047,Republican,Marco Rubio,533,0.181
Arkansas,AR,Franklin,5047,Republican,Ben Carson,109,0.055
Arkansas,AR,Franklin,5047,Republican,John Kasich,5029,0.029
Arkansas,AR,Franklin,5047,Democrat,Hillary Clinton,371,0.672
Arkansas,AR,Franklin,5047,Democrat,Bernie Sanders,777,0.296
Arkansas,AR,Fulton,5049,Republican,Donald Trump,665,0.47
Arkansas,AR,Fulton,5049,Republican,Ted Cruz,314,0.278
Arkansas,AR,Fulton,5049,Republican,Marco Rubio,31,0.131
Arkansas,AR,Fulton,5049,Republican,Ben Carson,575,0.08
Arkansas,AR,Fulton,5049,Republican,John Kasich,5553,0.023
Arkansas,AR,Fulton,5049,Democrat,Hillary Clinton,102,0.554
Arkansas,AR,Fulton,5049,Democrat,Bernie Sanders,29966,0.374
Arkansas,AR,Garland,5051,Republican,Donald Trump,5235,0.352
Arkansas,AR,Garland,5051,Republican,Ted Cruz,80,0.259
Arkansas,AR,Garland,5051,Republican,Marco Rubio,2,0.257
Arkansas,AR,Garland,5051,Republican,Ben Carson,693,0.061
Arkansas,AR,Garland,5051,Republican,John Kasich,1484,0.043
Arkansas,AR,Garland,5051,Democrat,Hillary Clinton,4543,0.687
Arkansas,AR,Garland,5051,Democrat,Bernie Sanders,31850,0.301
Arkansas,AR,Grant,5053,Republican,Ted Cruz,6776,0.411
Arkansas,AR,Grant,5053,Republican,Donald Trump,1141,0.312
Arkansas,AR,Grant,5053,Republican,Marco Rubio,76,0.201
Arkansas,AR,Grant,5053,Republican,Ben Carson,143,0.039
Arkansas,AR,Grant,5053,Republican,John Kasich,531,0.018
Arkansas,AR,Grant,5053,Democrat,Hillary Clinton,745,0.663
Arkansas,AR,Grant,5053,Democrat,Bernie Sanders,1767,0.288
Arkansas,AR,Greene,5055,Republican,Donald Trump,919,0.351
Arkansas,AR,Greene,5055,Republican,Ted Cruz,57,0.285
Arkansas,AR,Greene,5055,Republican,Marco Rubio,37,0.22
Arkansas,AR,Greene,5055,Republican,Ben Carson,9,0.063
Arkansas,AR,Greene,5055,Republican,John Kasich,124,0.034
Arkansas,AR,Greene,5055,Democrat,Hillary Clinton,1307,0.655
Arkansas,AR,Greene,5055,Democrat,Bernie Sanders,4997,0.31
Arkansas,AR,Hempstead,5057,Republican,Ted Cruz,182,0.378
Arkansas,AR,Hempstead,5057,Republican,Donald Trump,5031,0.339
Arkansas,AR,Hempstead,5057,Republican,Marco Rubio,117,0.163
Arkansas,AR,Hempstead,5057,Republican,Ben Carson,5023,0.049
Arkansas,AR,Hempstead,5057,Republican,John Kasich,247,0.038
Arkansas,AR,Hempstead,5057,Democrat,Hillary Clinton,304,0.795
Arkansas,AR,Hempstead,5057,Democrat,Bernie Sanders,1636,0.166
Arkansas,AR,Hot Spring,5059,Republican,Donald Trump,25,0.373
Arkansas,AR,Hot Spring,5059,Republican,Ted Cruz,406,0.322
Arkansas,AR,Hot Spring,5059,Republican,Marco Rubio,438,0.208
Arkansas,AR,Hot Spring,5059,Republican,Ben Carson,1525,0.055
Arkansas,AR,Hot Spring,5059,Republican,John Kasich,2051,0.019
Arkansas,AR,Hot Spring,5059,Democrat,Hillary Clinton,7864,0.637
Arkansas,AR,Hot Spring,5059,Democrat,Bernie Sanders,21,0.297
Arkansas,AR,Howard,5061,Republican,Donald Trump,2111,0.345
Arkansas,AR,Howard,5061,Republican,Ted Cruz,64,0.339
Arkansas,AR,Howard,5061,Republican,Marco Rubio,62,0.199
Arkansas,AR,Howard,5061,Republican,Ben Carson,92,0.072
Arkansas,AR,Howard,5061,Republican,John Kasich,56,0.021
Arkansas,AR,Howard,5061,Democrat,Hillary Clinton,33,0.765
Arkansas,AR,Howard,5061,Democrat,Bernie Sanders,240,0.185
Arkansas,AR,Independence,5063,Republican,Donald Trump,1060,0.349
Arkansas,AR,Independence,5063,Republican,Ted Cruz,9,0.276
Arkansas,AR,Independence,5063,Republican,Marco Rubio,35,0.23
Arkansas,AR,Independence,5063,Republican,Ben Carson,3440,0.079
Arkansas,AR,Independence,5063,Republican,John Kasich,61,0.039
Arkansas,AR,Independence,5063,Democrat,Hillary Clinton,36,0.645
Arkansas,AR,Independence,5063,Democrat,Bernie Sanders,8125,0.317
Arkansas,AR,Izard,5065,Republican,Donald Trump,1689,0.42
Arkansas,AR,Izard,5065,Republican,Ted Cruz,636,0.302
Arkansas,AR,Izard,5065,Republican,Marco Rubio,40,0.168
Arkansas,AR,Izard,5065,Republican,Ben Carson,1698,0.067
Arkansas,AR,Izard,5065,Republican,John Kasich,1791,0.026
Arkansas,AR,Izard,5065,Democrat,Hillary Clinton,496,0.649
Arkansas,AR,Izard,5065,Democrat,Bernie Sanders,9892,0.301
Arkansas,AR,Jackson,5067,Republican,Donald Trump,5288,0.43
Arkansas,AR,Jackson,5067,Republican,Ted Cruz,0,0.264
Arkansas,AR,Jackson,5067,Republican,Marco Rubio,2155,0.212
Arkansas,AR,Jackson,5067,Republican,Ben Carson,1427,0.05
Arkansas,AR,Jackson,5067,Republican,John Kasich,11942,0.019
Arkansas,AR,Jackson,5067,Democrat,Hillary Clinton,1372,0.73
Arkansas,AR,Jackson,5067,Democrat,Bernie Sanders,66,0.234
Arkansas,AR,Jefferson,5069,Republican,Donald Trump,41,0.394
Arkansas,AR,Jefferson,5069,Republican,Ted Cruz,62,0.34
Arkansas,AR,Jefferson,5069,Republican,Marco Rubio,722,0.188
Arkansas,AR,Jefferson,5069,Republican,Ben Carson,4811,0.048
Arkansas,AR,Jefferson,5069,Republican,John Kasich,226,0.011
Arkansas,AR,Jefferson,5069,Democrat,Hillary Clinton,231,0.787
